Sl. No.	Chen	Gierahn	Grun	Islam	Klein	Savas	Soumillon2	Tung	Soumillon1	Zigenhein	Soumillon3
2501	ENSG00000164976	SH3RF3	Nup37	A630033H20Rik	Prima1	ENSG00000187186	SLC47A1	ENSG00000132394	GDF15	ENSMUSG00000081504	IL10
2502	ENSG00000108239	SLC25A44	Gna15	Peg13	Vmn1r196	ENSG00000183020	NMT2	ENSG00000268485	GLUD2	ENSMUSG00000033105	ZBTB1
2503	ENSG00000124159	PEX7	Nr5a2	Efemp2	Zfp273	ENSG00000155465	CREB5	ENSG00000113269	MAP2K7	ENSMUSG00000047583	YWHAZ
2504	ENSG00000273428	IGSF8	Cryl1	Gvin1	Oca2	ENSG00000065268	ALDH8A1	ENSG00000116014	MRPL12	ENSMUSG00000015656	PRR7-AS1
2505	ENSG00000164023	PER1	Zfp958	Gnai1	F13b	ENSG00000100116	FUT6	ENSG00000187097	NT5C3A	ENSMUSG00000046000	INMT
2506	ENSG00000145626	MAPT	Homer2	Nell2	Sox18	ENSG00000030110	GGT8P	ENSG00000129317	PAK1IP1	ENSMUSG00000039126	SENP1
2507	ENSG00000143013	PRKD3	Bop1	Faf2	Syna	ENSG00000167523	LILRB3	ENSG00000165879	SRBD1	ENSMUSG00000030880	ERVV-1
2508	ENSG00000211679	UBE2J1	Ifnar2	Arfip1	Muc6	ENSG00000101782	KIAA1324	ENSG00000119636	SYNE2	ENSMUSG00000041112	NIPAL1
2509	ENSG00000224958	B3GNTL1	Sirt1	Vim	Cckbr	ENSG00000243646	LINC00689	ENSG00000091622	TMEM59L	ENSMUSG00000022564	TPTEP1
2510	ENSG00000261329	ADCK3	Smndc1	Cluap1	1700041M19Rik	ENSG00000132341	SLC7A2	ENSG00000188816	WT1	ENSMUSG00000092416	ETV5
2511	ENSG00000273796	NEK9	Atp6v1h	Dmxl2	Hsd17b6	ENSG00000168724	ISPD	ENSG00000138642	RNF144B	ENSMUSG00000048922	LINC00665
2512	ENSG00000105982	MTPAP	Dock8	Ctsd	Prdm10	ENSG00000156052	KCNN3	ENSG00000103254	DCX	ENSMUSG00000073434	EPHA10
2513	ENSG00000115457	ACP2	Pcdhga10	Kank1	Smim23	ENSG00000080839	FLJ30403	ENSG00000272916	PDK1	ENSMUSG00000047710	MARVELD3
2514	ENSG00000229589	ADAMTS7	Prr7	Ing2	Tpbpb	ENSG00000134809	MPPED2	ENSG00000166106	AMY1B	ENSMUSG00000042709	AZIN1
2515	ENSG00000224743	BRSK1	Ldlrap1	r_L1MC2	Sema5a	ENSG00000114491	PBLD	ENSG00000213648	MTMR6	ENSMUSG00000050132	CSGALNACT2
2516	ENSG00000248015	CEBPA	Minpp1	Mark2	1700009C05Rik	ENSG00000259431	LOC400958	ENSG00000172508	TMEM147	ENSMUSG00000020917	LOC283693
2517	ENSG00000145214	LPPR3	Ddit4	Cyp2j6	Kcng1	ENSG00000140545	RHOF	ENSG00000236338	SORT1	ENSMUSG00000044968	PUM2
2518	ENSG00000184857	PARP3	Arrdc3	4931408A02Rik	Olfr1245	ENSG00000106477	FLT1	ENSG00000116729	AMT	ENSMUSG00000036599	GNG7
2519	ENSG00000246263	RNF125	Them6	Parp8	Olfr1440	ENSG00000175449	LINC00379	ENSG00000177688	TAB2	ENSMUSG00000040722	SSSCA1
2520	ENSG00000277449	SMAGP	Ctsa	Htra2	Vmn2r60	ENSG00000001629	PAM16	ENSG00000117280	APOF	ENSMUSG00000043372	LOC100134868
2521	ENSG00000076555	SYNM	Bms1	Hnrnpul1	AA387883	ENSG00000181264	SLC5A12	ENSG00000072135	CUTC	ENSMUSG00000031799	KHDRBS1
2522	ENSG00000188338	USF1	Prmt5	Dci	Ccdc54	ENSG00000176273	TEAD1	ENSG00000118777	CDK11B	ENSMUSG00000096449	SEMA3C
2523	ENSG00000235488	ZNF836	Rars	Pcolce	Plekhs1	ENSG00000108671	FABP4	ENSG00000101856	B4GALT2	ENSMUSG00000096448	LOC100129917
2524	ENSG00000277218	KEAP1	Cep135	Shpk	Tst	ENSG00000136371	LRIG2	ENSG00000152558	NUP37	ENSMUSG00000028179	CCDC125
2525	ENSG00000256152	PPIP5K2	Tmbim1	Wdr7	Pkd1l2	ENSG00000100714	FRRS1	ENSG00000213903	RPS6KB1	ENSMUSG00000052833	GPLD1
2526	ENSG00000130598	GGT7	Neb	Stx5a	1700121N20Rik	ENSG00000010322	EMR2	ENSG00000267106	TTC39B	ENSMUSG00000038279	RIPPLY3
2527	ENSG00000267385	XRCC1	Auh	Frmd8	Atoh7	ENSG00000124541	SYNPO2L	ENSG00000183826	LOC400794	ENSMUSG00000031696	JMJD1C
2528	ENSG00000185818	FLNC	Ptprk	8430410K20Rik	B430306N03Rik	ENSG00000179222	GNG7	ENSG00000174327	TMEM66	ENSMUSG00000022769	NDUFB7
2529	ENSG00000141391	MED27	Asf1a	Gsk3b	Cyp2d37-ps	ENSG00000173692	C5orf55	ENSG00000132406	DCLRE1C	ENSMUSG00000037544	PCDHB9
2530	ENSG00000133740	MORN2	Ldlr	Hist1h4m	Olfr799	ENSG00000104043	HAUS2	ENSG00000144908	THY1	ENSMUSG00000031833	FBXL19-AS1
2531	ENSG00000272588	STIL	Ppm1g	Ints8	Usp17lb	ENSG00000163870	DHTKD1	ENSG00000095321	TNFRSF9	ENSMUSG00000030630	LPIN3
2532	ENSG00000049192	BRE	Mrpl20	6030419C18Rik	Trpt1	ENSG00000082516	SNX6	ENSG00000132470	LOC150776	ENSMUSG00000033257	C1orf140
2533	ENSG00000129749	PEX19	Flywch1	B630019K06Rik	Prex1	ENSG00000198538	MANEAL	ENSG00000122585	MRPS18A	ENSMUSG00000017764	PPP1R26-AS1
2534	ENSG00000245975	GIGYF1	Lgr4	Fosl2	4931417E11Rik	ENSG00000100263	SEC1P	ENSG00000136383	FKRP	ENSMUSG00000002825	KIAA1875
2535	ENSG00000118495	NAPA-AS1	Tmtc4	Bcl2l1	4933402J15Rik	ENSG00000107537	TMEM192	ENSG00000181513	SHANK2-AS1	ENSMUSG00000032586	TINCR
2536	ENSG00000266850	ULBP3	Setdb2	Gpc6	Cyp21a1	ENSG00000029364	IVD	ENSG00000185829	HMGN4	ENSMUSG00000022214	PRKACB
2537	ENSG00000156299	LIPA	Anp32b	Pphln1	Slc6a20a	ENSG00000077380	TONSL	ENSG00000125122	CNPY4	ENSMUSG00000029482	TSPAN5
2538	ENSG00000267586	ZNF22	Slc35a2	Epha7	Pla2g4e	ENSG00000180817	ZNF716	ENSG00000182580	COL7A1	ENSMUSG00000056836	AFAP1
2539	ENSG00000136026	CCDC181	Hist2h2ac	Maml1	Ccdc42b	ENSG00000159445	ABHD15	ENSG00000119523	NPAP1	ENSMUSG00000040532	IGF1R
2540	ENSG00000197061	AGPAT5	Lpin3	Fbxl4	Emx2	ENSG00000135446	ZNF483	ENSG00000172594	YIPF3	ENSMUSG00000027246	GNB1
2541	ENSG00000215784	TAF10	Vps33a	Gprc5c	H2bfm	ENSG00000087157	STAG1	ENSG00000110092	CTSLP2	ENSMUSG00000055809	APOC4-APOC2
2542	ENSG00000283013	COG5	1190007I07Rik	Hsd17b7	Olfr1136	ENSG00000245532	TSACC	ENSG00000184344	SPATS2L	ENSMUSG00000063430	C1orf74
2543	ENSG00000225434	YTHDF1	Ly75	Ift80	Olfr1367	ENSG00000072501	ZSWIM1	ENSG00000148803	PPP1R3E	ENSMUSG00000032690	CCDC74B-AS1
2544	ENSG00000012211	WLS	Eda2r	Srrd	Olfr360	ENSG00000162144	DSC3	ENSG00000133138	FER	ENSMUSG00000030492	CLEC4A
2545	ENSG00000133020	HPSE	Pura	Fam193a	Tgfbr3l	ENSG00000060339	GPR124	ENSG00000165156	C1QTNF3	ENSMUSG00000089704	DCX
2546	ENSG00000273145	AP000769.1	Aven	Pigk	Dmgdh	ENSG00000051620	FAM107A	ENSG00000135363	KIF1C	ENSMUSG00000082341	EIF1B-AS1
2547	ENSG00000014138	AC093673.5	Naprt1	Rnd1	Pnma3	ENSG00000138646	G6PC	ENSG00000064042	ZNF135	ENSMUSG00000032342	GPR78
2548	ENSG00000268518	CHMP4A	Greb1	Snord123	Scn7a	ENSG00000119599	ARFIP1	ENSG00000085552	POU5F1	ENSMUSG00000025899	LMX1B
2549	ENSG00000235706	FANCC	Pycr1	Fam20a	Scube2	ENSG00000198715	DPY19L3	ENSG00000162849	POU6F1	ENSMUSG00000023403	LOC100134229
2550	ENSG00000229588	KHNYN	Siah1b	Zkscan6	4930452G13Rik	ENSG00000138443	ZNF816-ZNF321P	ENSG00000121552	CAB39	ENSMUSG00000023988	LOC100287846
2551	ENSG00000153993	KLF7	Wdr35	Acaa1b	Chad	ENSG00000204305	GVINP1	ENSG00000170191	LOC389765	ENSMUSG00000066026	LOC100507389
2552	ENSG00000104529	KLHL13	Acyp2	Fam13b	Hfm1	ENSG00000132423	MRO	ENSG00000170906	RIMKLB	ENSMUSG00000004266	LOC285847
2553	ENSG00000274267	MTMR8	Tradd	Trim44	Krtap31-2	ENSG00000175048	HAS3	ENSG00000163377	ZNF304	ENSMUSG00000017670	SLC35F1
2554	ENSG00000184584	MYLK	Rbm48	Itfg1	Nr1i3	ENSG00000178397	KDM5B	ENSG00000253313	RABL6	ENSMUSG00000028128	A1CF
2555	ENSG00000111707	PCYT2	Clptm1l	Anks1b	Cd46	ENSG00000147174	TAF5	ENSG00000197261	C2orf91	ENSMUSG00000020407	ADAM3A
2556	ENSG00000168899	PVR	Phf11c	Chd3	Grin2d	ENSG00000125484	ZFP82	ENSG00000115828	ANKRD13A	ENSMUSG00000026853	AQPEP
2557	ENSG00000203441	TBPL2	Sfr1	Atg5	Tldc1	ENSG00000204172	ZDHHC15	ENSG00000106460	NOTCH2	ENSMUSG00000068270	BLACE
2558	ENSG00000078487	WDR19	Cdipt	Rnf44	Cyp2j8	ENSG00000166762	ZNF526	ENSG00000167074	LOC152225	ENSMUSG00000032754	C2orf15
2559	ENSG00000107819	DDIT4	Rasgrp2	Socs5	Gm4884	ENSG00000277369	IDO1	ENSG00000185507	LOC440700	ENSMUSG00000039294	CCDC159
2560	ENSG00000186326	ARL15	Sfxn1	Homer3	Nlrp4g	ENSG00000170579	KCNK2	ENSG00000100243	MRPL14	ENSMUSG00000047242	CDH17
2561	ENSG00000101871	EXD3	Rwdd4a	Usp13	1700025K24Rik	ENSG00000125843	PPP2R5E	ENSG00000197927	DNAJC10	ENSMUSG00000024781	CHRNA2
2562	ENSG00000187957	CLPB	Mgmt	Sh3pxd2b	4921536K21Rik	ENSG00000125810	ASB4	ENSG00000109610	RXRA	ENSMUSG00000022369	CHRND
2563	ENSG00000186451	MRPS6	Pop4	Efr3b	Asb2	ENSG00000101216	BEND3P3	ENSG00000162062	SEC24B	ENSMUSG00000022515	COLEC11
2564	ENSG00000174130	ING4	Hps6	Lrrc39	Cd209d	ENSG00000071655	LOC100134868	ENSG00000137960	NDUFB5	ENSMUSG00000082542	CYP7A1
2565	ENSG00000113555	ATXN8OS	Lyplal1	E4f1	Cypt9	ENSG00000126464	SYDE2	ENSG00000172009	LAX1	ENSMUSG00000029246	FAM74A1
2566	ENSG00000248544	EIF5A2	Prkcb	Exoc2	Dcpp3	ENSG00000150907	NDST3	ENSG00000150687	KIAA1462	ENSMUSG00000025269	FBXL15
2567	ENSG00000268894	PLEKHO1	Celsr1	Dap	Fbxw20	ENSG00000130021	LOC285972	ENSG00000167977	MOSPD1	ENSMUSG00000025494	FCRL1
2568	ENSG00000095627	RBM45	Plekhg3	Katnal1	Gabra6	ENSG00000099956	JAM2	ENSG00000112541	TRIM73	ENSMUSG00000026278	FRZB
2569	ENSG00000060140	RP11-110G21.1	Abcf2	Atp9a	Gdnf	ENSG00000028116	RAB36	ENSG00000204947	ZNF497	ENSMUSG00000042042	GPC2
2570	ENSG00000171236	TEAD2	Mapk6	Nt5c3	Gm10280	ENSG00000155097	NUBPL	ENSG00000168421	MED4	ENSMUSG00000000753	HCAR2
2571	ENSG00000138316	VPS37C	Vps37b	r_(TTTTTA)n	Mir30f	ENSG00000074266	CD84	ENSG00000182118	MINOS1P1	ENSMUSG00000028932	HTR7P1
2572	ENSG00000119703	PGD	Hist3h2a	H13	Shh	ENSG00000005486	MAP3K9	ENSG00000168298	TP53I11	ENSMUSG00000036188	KLHL23
2573	ENSG00000271200	TNIP1	Cops2	Tprgl	Trpv6	ENSG00000136286	NELFA	ENSG00000002330	MRPL53	ENSMUSG00000048402	LINC00337
2574	ENSG00000081138	PDK2	Smarcd3	Fam110b	Lrrc75b	ENSG00000169188	NRIP3	ENSG00000039600	IFIT1	ENSMUSG00000056310	LOC646736
2575	ENSG00000179922	SPRYD4	Car13	Mgat1	Kcnj14	ENSG00000005022	FLJ42627	ENSG00000204740	ZNF638	ENSMUSG00000024425	LOC90834
2576	ENSG00000225880	B3GALT6	Mrps23	Fam176b	2810459M11Rik	ENSG00000164253	LRP4	ENSG00000154930	MIS12	ENSMUSG00000026807	MUC15
2577	ENSG00000197472	EEF1A2	Rgs19	9830001H06Rik	Nr1h5	ENSG00000126012	ZKSCAN2	ENSG00000129173	LINC00092	ENSMUSG00000018322	MYOZ3
2578	ENSG00000275549	PIH1D2	Arhgap23	Snx30	Slc25a21	ENSG00000120868	ALDH5A1	ENSG00000131115	C1orf85	ENSMUSG00000063698	OR7C1
2579	ENSG00000139304	SLC4A11	Hprt	BC022687	Zdhhc14	ENSG00000263002	GTPBP3	ENSG00000107331	CYHR1	ENSMUSG00000030525	PDCD1
2580	ENSG00000271971	CDK5RAP1	Syf2	Tbc1d9	5430434I15Rik	ENSG00000137288	SLC4A8	ENSG00000140157	C21orf49	ENSMUSG00000040177	PFKFB3
2581	ENSG00000180626	CCAR2	Thoc1	Rnd3	Itgal	ENSG00000008838	PCDHB9	ENSG00000196605	CASP10	ENSMUSG00000056537	PLEKHA6
2582	ENSG00000105996	GSR	Ptcd3	Tet3	Sphkap	ENSG00000117090	DNAJB7	ENSG00000161618	ADRA2A	ENSMUSG00000013646	PSMC3IP
2583	ENSG00000232907	SETD1A	Nqo1	Refbp2	1810006J02Rik	ENSG00000281501	FREM2	ENSG00000136371	VARS	ENSMUSG00000030934	PZP
2584	ENSG00000277299	NOC2L	Pm20d1	Smad9	4930578M01Rik	ENSG00000058729	USP54	ENSG00000111196	PVRL4	ENSMUSG00000027429	SLC44A4
2585	ENSG00000178104	RANBP3	Sp4	Pcgf3	Foxo3	ENSG00000164402	XPOT	ENSG00000196550	CLDN10	ENSMUSG00000096919	SLC9B1
2586	ENSG00000161328	AC002310.12	Zfp395	Grn	4930548K13Rik	ENSG00000124782	ZNF554	ENSG00000104722	GLTSCR1L	ENSMUSG00000060671	TMEM255B
2587	ENSG00000023171	ALDH4A1	Ddx20	Amdhd2	5430428K19Rik	ENSG00000211584	ARIH2OS	ENSG00000148057	HOXC5	ENSMUSG00000082082	TRIM60
2588	ENSG00000261465	STK38L	Tbx3	Sspn	D930028M14Rik	ENSG00000136108	DYM	ENSG00000112033	PIP4K2B	ENSMUSG00000004460	VPS37D
2589	ENSG00000092036	ZNF787	Ipo5	Metrn	Gm13547	ENSG00000004142	ATCAY	ENSG00000135063	THADA	ENSMUSG00000038611	FAM46A
2590	ENSG00000165379	IDE	Slc22a15	r_MLT1J	Fan1	ENSG00000167642	LMAN1	ENSG00000137819	MGST2	ENSMUSG00000036943	WARS
2591	ENSG00000108963	TBCB	Prmt10	2610034B18Rik	C030018K13Rik	ENSG00000178896	C11orf80	ENSG00000116833	RUVBL2	ENSMUSG00000007589	RNF125
2592	ENSG00000267013	GAK	Csrp2	Il7	Hsd3b5	ENSG00000067606	FOXP2	ENSG00000128965	HSPA4	ENSMUSG00000069184	ALX1
2593	ENSG00000273464	C8orf44	9130011E15Rik	Tbcel	Olfr624	ENSG00000112699	THEMIS	ENSG00000183941	NDUFS8	ENSMUSG00000000399	AP2A1
2594	ENSG00000203288	CACNB3	Acadsb	Hivep2	Sh2b2	ENSG00000165672	ADAMTS6	ENSG00000005421	ZNF587B	ENSMUSG00000035765	DHX37
2595	ENSG00000248360	RP11-545E17.3	Arhgef3	Kctd8	Vmn2r52	ENSG00000100360	MAP1A	ENSG00000006638	ZNF316	ENSMUSG00000004567	DOCK1
2596	ENSG00000172748	RPGR	Cd300lf	Adat1	Ccr5	ENSG00000075151	CEACAM5	ENSG00000160282	WIBG	ENSMUSG00000043410	FAM63A
2597	ENSG00000196793	FAM86A	Epha7	Phospho2	Dpep3	ENSG00000134215	P2RX7	ENSG00000100276	ZNF234	ENSMUSG00000038187	FLJ37035
2598	ENSG00000261008	RP11-122A3.2	Ginm1	Ppfibp1	Itga2	ENSG00000160685	ARRDC4	ENSG00000146453	TIMM13	ENSMUSG00000020273	GJA9
2599	ENSG00000127328	SNX17	Hace1	Atp2b4	Pikfyve	ENSG00000177888	FBXO10	ENSG00000147434	CSF1	ENSMUSG00000054051	GSTZ1
2600	ENSG00000181104	DTD2	Itgal	Fam53b	Ap4m1	ENSG00000138336	FTSJD2	ENSG00000221947	PRDX4	ENSMUSG00000022833	HACE1
2601	ENSG00000164330	MAPK3	Macrod2	Cnn2	Gm10790	ENSG00000227540	ZNF131	ENSG00000122756	VTCN1	ENSMUSG00000031555	HIST1H2AI
2602	ENSG00000147677	PABPC1L	Myl6	Prpsap1	Otoa	ENSG00000139645	UBOX5	ENSG00000197870	ABCC1	ENSMUSG00000021252	HLA-G
2603	ENSG00000137218	TRAM2	Ncan	Pfkfb1	Oxtr	ENSG00000155330	ZNF587	ENSG00000177508	C6orf25	ENSMUSG00000015889	KLHDC1
2604	ENSG00000120664	C9orf142	Nr1d1	Rab12	1700012I11Rik	ENSG00000101417	LOC285696	ENSG00000101605	CASP9	ENSMUSG00000045594	LINC00266-1
2605	ENSG00000172927	RNF138	Osgepl1	Ablim1	Gm10318	ENSG00000196267	CHRNB1	ENSG00000144290	LCORL	ENSMUSG00000026941	LOC283070
2606	ENSG00000161920	PET112	Parp11	Dhx29	Gp6	ENSG00000167005	C11orf70	ENSG00000135903	LRRC8B	ENSMUSG00000032044	LOC730101
2607	ENSG00000110931	CASP7	Rsad1	1500003O03Rik	Il25	ENSG00000188554	CCNJL	ENSG00000168356	ASPSCR1	ENSMUSG00000031201	LRRC45
2608	ENSG00000100445	GPC1	Vps4a	Ptk7	Klra15	ENSG00000163104	PPAN	ENSG00000251201	PSMD10	ENSMUSG00000079111	PLEKHO1
2609	ENSG00000275759	GYG2	Zfp324	Etv1	Olfr835	ENSG00000147155	ZNF713	ENSG00000085998	SELM	ENSMUSG00000029326	PRL
2610	ENSG00000159399	POLR3H	Zfpm1	Ppap2a	Scgb1b30	ENSG00000170860	SAMD9L	ENSG00000138764	DIAPH1	ENSMUSG00000024213	SLC43A1
2611	ENSG00000136122	SAP130	Kcnk6	Postn	BC005764	ENSG00000238005	LIG3	ENSG00000167487	H2AFX	ENSMUSG00000025161	SLCO4C1
2612	ENSG00000160075	WARS2	Mfn2	C78339	Nfe2l3	ENSG00000214894	TMEM236	ENSG00000144306	PGM1	ENSMUSG00000002808	TMCC2
2613	ENSG00000141905	BNIP3	Otud6b	Tceal3	Poteg	ENSG00000206190	TMEM17	ENSG00000172315	FLJ31813	ENSMUSG00000034601	TRMT6
2614	ENSG00000198879	GGCX	Amotl2	Krt19	E130008D07Rik	ENSG00000274736	SH3BP2	ENSG00000146592	FECH	ENSMUSG00000034936	ZGLP1
2615	ENSG00000247626	HSD17B8	Rere	Smad3	B230323A14Rik	ENSG00000130717	MT1G	ENSG00000143434	COG8	ENSMUSG00000075419	ATP10D
2616	ENSG00000116254	ISL1	Hist1h2ak	Phax	1700039E15Rik	ENSG00000109919	LOC100505835	ENSG00000117595	TTF2	ENSMUSG00000037204	PRR14L
2617	ENSG00000163803	LRRC61	Jam3	Tcf7l1	Lrrc63	ENSG00000184634	LOC100506834	ENSG00000183196	TRAPPC6B	ENSMUSG00000018166	RSPRY1
2618	ENSG00000227482	USF2	Srprb	Flna	Olfr201	ENSG00000077713	SENP6	ENSG00000204390	VPS8	ENSMUSG00000039065	F2RL3
2619	ENSG00000139173	FPGT	Bccip	9530068E07Rik	Saa2	ENSG00000122490	LOC728606	ENSG00000167925	LOC727751	ENSMUSG00000030088	PIWIL2
2620	ENSG00000101336	LOX	Ctnnal1	Slc41a2	Nr1h4	ENSG00000176171	LINC00624	ENSG00000063127	SOX11	ENSMUSG00000024097	FUT9
2621	ENSG00000181450	MAP1S	Mdm2	Slc4a4	4930557J02Rik	ENSG00000196363	LOC285626	ENSG00000186377	INTS4	ENSMUSG00000002820	AKR1B10
2622	ENSG00000213066	SLC27A4	Mapk3	St7	Gm6760	ENSG00000109572	KLHL9	ENSG00000090372	TMEM179B	ENSMUSG00000027222	MILR1
2623	ENSG00000163743	DUSP14	Crot	Nnmt	Grxcr2	ENSG00000145979	DPYSL5	ENSG00000137573	DNAJC11	ENSMUSG00000062906	IL18
2624	ENSG00000262223	HOXC10	Smim15	Apoo-ps	Prl7c1	ENSG00000174282	TRAF3IP2	ENSG00000153575	PPP6R2	ENSMUSG00000035198	LOC730668
2625	ENSG00000255327	ZNHIT2	Rbm4	Alg14	Rnf39	ENSG00000106344	TNS4	ENSG00000057294	GRAMD3	ENSMUSG00000029144	LOC729683
2626	ENSG00000099326	SIMC1	Nob1	Pfn2	Wdr38	ENSG00000183624	LINC00269	ENSG00000101638	CREBBP	ENSMUSG00000029501	GPR110
2627	ENSG00000197406	BCS1L	Snrnp48	Cxxc5	Psd2	ENSG00000198945	FLJ46361	ENSG00000185928	IL6ST	ENSMUSG00000000876	TBL1X
2628	ENSG00000087586	CMYA5	Ptpn3	Rnf128	Lrrc4c	ENSG00000108055	TMEM106A	ENSG00000168803	EML4	ENSMUSG00000028099	NCCRP1
2629	ENSG00000168010	UCN	BC027231	Afap1l2	Vmn1r227	ENSG00000005194	PRORSD1P	ENSG00000188488	SLC39A9	ENSMUSG00000026748	ZCCHC16
2630	ENSG00000086289	SDHC	Tmem209	Scrn1	BC049352	ENSG00000146409	ZNF69	ENSG00000111981	PDIA3	ENSMUSG00000030341	MLLT4-AS1
2631	ENSG00000198719	CDC16	Fam102a	Rer1	Ecel1	ENSG00000116237	MYEF2	ENSG00000221946	CLK4	ENSMUSG00000080748	TNFRSF10A
2632	ENSG00000139044	CMBL	Ube2f	Lrrc47	Ednrb	ENSG00000163220	CCDC142	ENSG00000089335	NDUFA6	ENSMUSG00000026342	NOL12
2633	ENSG00000068903	C19orf77	Ppargc1b	Taf5l	Tubal3	ENSG00000173917	CKB	ENSG00000142208	LOC154092	ENSMUSG00000026604	KIAA0232
2634	ENSG00000112592	RP11-473M20.14	Kpna1	Myo5a	2210407C18Rik	ENSG00000215717	RSPH10B	ENSG00000197838	NEO1	ENSMUSG00000053470	SP4
2635	ENSG00000196497	ANXA3	Hspg2	Mir684-1-Chr10	5430419D17Rik	ENSG00000134910	TMEM130	ENSG00000100429	EMC7	ENSMUSG00000032571	UAP1L1
2636	ENSG00000277734	AL138764.1	Bmi1	Zmiz1	B3gnt9	ENSG00000067704	LOC100506035	ENSG00000172366	NMUR1	ENSMUSG00000021488	CEACAM8
2637	ENSG00000178035	BEAN1	Tle6	Rhbdf1	Ccdc83	ENSG00000138107	PDZD9	ENSG00000158555	LOC340515	ENSMUSG00000036478	UBE2J1
2638	ENSG00000084710	JMJD1C-AS1	Fam136a	Filip1l	Cyp3a57	ENSG00000167815	RASGRP4	ENSG00000137078	SSBP2	ENSMUSG00000028860	KCTD9
2639	ENSG00000266904	AC072062.1	Cep44	Naaa	Fshb	ENSG00000196154	SLC26A4	ENSG00000153885	LAMC1	ENSMUSG00000030041	CREB3L1
2640	ENSG00000058335	RP11-1379J22.5	Cdk5rap2	Glipr1	Gal3st1	ENSG00000173171	FAM124A	ENSG00000175416	TRAPPC2P1	ENSMUSG00000002279	ZDHHC8P1
2641	ENSG00000106991	WASIR2	Tagln3	Mlh1	Gm6812	ENSG00000188786	ADAMTSL5	ENSG00000186280	COX6B2	ENSMUSG00000028466	ZBTB38
2642	ENSG00000224043	AC053503.4	Me1	Gas1	Klk5	ENSG00000263956	ZNF815P	ENSG00000113578	GIT1	ENSMUSG00000023809	MORN4
2643	ENSG00000100968	ADCK5	Gmfg	Sumf1	Mir532	ENSG00000272906	LOC100506469	ENSG00000197616	GSKIP	ENSMUSG00000030695	CHD4
2644	ENSG00000147912	AKAP6	5031439G07Rik	Gas2	Mir6339	ENSG00000133056	ZNF783	ENSG00000063241	IGLL1	ENSMUSG00000038126	LOC646471
2645	ENSG00000075884	ATP5L2	Crocc	Gaa	Mir677	ENSG00000154429	C4orf40	ENSG00000154928	LOC100500773	ENSMUSG00000082545	TNS4
2646	ENSG00000120963	BCL2L2	Rbm4b	Gal3st4	Mir7082	ENSG00000135932	LOC100128682	ENSG00000156521	PLCE1	ENSMUSG00000033628	FUT6
2647	ENSG00000259727	CDO1	Tfeb	2610203C20Rik	Olfr1336	ENSG00000196345	HIVEP2	ENSG00000221821	RAPGEFL1	ENSMUSG00000047909	TLR10
2648	ENSG00000139914	CHD5	Mat2a	Prpf38b	Olfr30	ENSG00000121542	C1orf229	ENSG00000105642	SNAI1	ENSMUSG00000027463	E2F3
2649	ENSG00000196943	CTB-119C2.1	Btbd10	Ly6i	Olfr628	ENSG00000114554	ZNF276	ENSG00000170989	WDR67	ENSMUSG00000032480	MOBP
2650	ENSG00000115295	CTC-429P9.3	Dpy19l3	Fam134b	Olfr643	ENSG00000272341	JHDM1D	ENSG00000163075	CTNNBIP1	ENSMUSG00000021302	PKN2
2651	ENSG00000130023	CTD-2521M24.9	Gosr2	Cap2	Olfr713	ENSG00000106086	CPNE3	ENSG00000101180	KIAA1549L	ENSMUSG00000002227	CRX
2652	ENSG00000183943	FARP2	Trmt44	Gpr107	P2rx5	ENSG00000246366	PDDC1	ENSG00000265817	TOPBP1	ENSMUSG00000031617	TEX10
2653	ENSG00000261420	FBXO16	Rnf14	Med13	Snord1a	ENSG00000214954	TTN	ENSG00000262814	PGAM1P5	ENSMUSG00000042590	EXD1
2654	ENSG00000274897	FKBP5	C330024D21Rik	Rspo3	Spint3	ENSG00000165140	CCR6	ENSG00000113575	PIK3R4	ENSMUSG00000082255	ZNRF3-AS1
2655	ENSG00000054983	HECA	Hist1h4m	Icmt	Susd5	ENSG00000119471	TMEM30A	ENSG00000129596	UBAC1	ENSMUSG00000039509	PNMAL1
2656	ENSG00000261971	HOXD-AS1	Tctex1d2	Bre	Vmn2r-ps60	ENSG00000255026	KIAA0226	ENSG00000167992	ENOPH1	ENSMUSG00000027340	ISY1
2657	ENSG00000272769	HSD11B2	Gm13308	Zfp600	Vmn2r113	ENSG00000214530	PEX26	ENSG00000141959	DNAJB6	ENSMUSG00000004642	LINC00559
2658	ENSG00000145113	IQCH	Gm20878	Zfp687	Slc5a9	ENSG00000021300	BTBD11	ENSG00000078596	SSR4	ENSMUSG00000084686	PDE11A
2659	ENSG00000072818	KHDC1	Gm21586	Tollip	Chrm5	ENSG00000216937	C1QTNF1	ENSG00000134853	NAPRT1	ENSMUSG00000023967	TMEM17
2660	ENSG00000228340	KTN1-AS1	Ccdc112	Rsph3b	Nr1i2	ENSG00000151136	C3orf83	ENSG00000100908	MKLN1	ENSMUSG00000028622	SFTPB
2661	ENSG00000198298	LEF1-AS1	Slc7a6	Zfp42	Ubd	ENSG00000100784	FAM169B	ENSG00000188549	ETFB	ENSMUSG00000050786	IGFBPL1
2662	ENSG00000166153	LOH12CR2	Nacc2	Atm	Crb1	ENSG00000069869	GABRA2	ENSG00000054356	TM4SF20	ENSMUSG00000020717	TATDN2
